program,search time,probability of the program,cumulative probability
(MAP[*2] (SORT var0)),0.06628014799935045,2.5675068977280527e-10,0.022351492100722483
(MAP[*2] (REVERSE var0)),0.06631768999977794,7.799546789255517e-07,0.02235227205540141
(MAP[*2] (FILTER[<0] var0)),0.06635446499967657,2.2167195818234377e-06,0.022354488774983233
(MAP[*2] (FILTER[>0] var0)),0.06639241599987145,9.343685578519269e-09,0.02235449811866881
(MAP[*2] (FILTER[%2==0] var0)),0.06642943799852219,0.00044398432203487194,0.022798482440703684
(MAP[*2] (FILTER[%2==1] var0)),0.06646595799793431,9.885430352467338e-11,0.022798482539557987
(MAP[*2] (MAP[+1] var0)),0.06650252399776946,2.0775178553658195e-09,0.022798484617075843
(MAP[*2] (MAP[-1] var0)),0.06654330999845115,0.00027689698278036246,0.023075381599856205
(MAP[*2] (MAP[*2] var0)),0.06658011499894201,1.6982472616662764e-08,0.02307539858232882
(MAP[*2] (MAP[/2] var0)),0.06669578299806744,0.0003181724697424695,0.02339357105207129
(MAP[*2] (MAP[*(-1)] var0)),0.06673412599957373,1.591246536550582e-06,0.02339516229860784
(MAP[*2] (MAP[**2] var0)),0.06678915500015137,0.00024819661528604125,0.02364335891389388
(MAP[*2] (MAP[*3] var0)),0.06682681799975398,1.3222892426279071e-05,0.02365658180632016
(MAP[*2] (MAP[/3] var0)),0.06686346900096396,1.4423588751994762e-05,0.023671005395072154
(MAP[*2] (MAP[*4] var0)),0.06690093800170871,9.56909295953637e-08,0.02367110108600175
(MAP[*2] (MAP[/4] var0)),0.06693803800044407,7.212189219551211e-06,0.023678313275221304
(MAP[*2] (SCANL1[+] var0)),0.06738769699950353,2.00982787207754e-09,0.023678315285049177
(MAP[*2] (SCANL1[-] var0)),0.06742641399978311,2.6485537056395885e-08,0.023678341770586232
(MAP[*2] (SCANL1[*] var0)),0.06748191399856296,3.980036546355991e-09,0.02367834575062278
(MAP[*2] (SCANL1[MIN] var0)),0.06754271399768186,4.985400195778845e-08,0.023678395604624737
(MAP[*2] (SCANL1[MAX] var0)),0.0675800539975171,7.160152494392784e-07,0.023679111619874176
(MAP[-1] (SORT var0)),0.06771099799698277,1.463670185313723e-09,0.02367911308354436
(MAP[-1] (REVERSE var0)),0.06779869599813537,2.2365563182948273e-09,0.02367911532010068
(MAP[-1] (FILTER[<0] var0)),0.06783592799911276,3.2108140421983576e-10,0.023679115641182084
(MAP[-1] (FILTER[>0] var0)),0.06787366099888459,5.003034869181605e-11,0.02367911569121243
(MAP[-1] (FILTER[%2==0] var0)),0.06791229399823351,7.565677837401709e-07,0.023679872258996173
(MAP[-1] (FILTER[%2==1] var0)),0.06795529399823863,4.18926259265193e-12,0.023679872263185436
(MAP[-1] (MAP[+1] var0)),0.06799150399820064,1.3204104061616302e-09,0.023679873583595842
(MAP[-1] (MAP[-1] var0)),0.06802811899797234,1.5421915939408722e-09,0.023679875125787436
(MAP[-1] (MAP[*2] var0)),0.06808309499683673,1.2586340820708975e-10,0.023679875251650842
(MAP[-1] (MAP[/2] var0)),0.06814010099697043,3.8361619606133174e-10,0.023679875635267036
(MAP[-1] (MAP[*(-1)] var0)),0.06819076399733603,4.0729183815929284e-08,0.023679916364450854
(MAP[-1] (MAP[**2] var0)),0.06823927399818785,1.1450785668488623e-07,0.02368003087230754
(MAP[-1] (MAP[*3] var0)),0.06827750699812896,4.625636106617892e-08,0.023680077128668608
(MAP[-1] (MAP[/3] var0)),0.06831611399866233,1.1019002448070016e-07,0.023680187318693088
(MAP[-1] (MAP[*4] var0)),0.06835440599934373,3.6829477948804606e-12,0.023680187322376034
(MAP[-1] (MAP[/4] var0)),0.06839237999884062,2.0265096141588322e-10,0.023680187525026996
(MAP[-1] (SCANL1[+] var0)),0.06873430199811992,2.2438797976168183e-10,0.023680187749414976
(MAP[-1] (SCANL1[-] var0)),0.06877258399799757,1.18681488316704e-08,0.023680199617563808
(MAP[-1] (SCANL1[*] var0)),0.06887055099832651,1.3697595302996224e-07,0.02368033659351684
(MAP[-1] (SCANL1[MIN] var0)),0.06890747899888083,1.0652007572728626e-10,0.023680336700036914
(MAP[-1] (SCANL1[MAX] var0)),0.06894373999966774,2.5489606721957693e-09,0.023680339248997585
(MAP[+1] (SORT var0)),0.06907450099970447,4.328938235694207e-08,0.02368038253837994
(MAP[+1] (REVERSE var0)),0.0691119829989475,3.7454419263519364e-07,0.023680757082572577
(MAP[+1] (FILTER[<0] var0)),0.06914966399926925,0.00020948018677692835,0.023890237269349506
(MAP[+1] (FILTER[>0] var0)),0.06918727999982366,4.36357165281963e-08,0.023890280905066036
(MAP[+1] (FILTER[%2==0] var0)),0.06922524299989163,6.255832654775596e-08,0.023890343463392583
(MAP[+1] (FILTER[%2==1] var0)),0.06926931700036221,3.826952972930935e-11,0.023890343501662113
(MAP[+1] (MAP[+1] var0)),0.06930759200076864,1.1445915415227945e-08,0.02389035494757753
(MAP[+1] (MAP[-1] var0)),0.06934546000047703,0.00010237375817239554,0.023992728705749925
(MAP[+1] (MAP[*2] var0)),0.06938340200031234,3.102384186641265e-09,0.02399273180813411
(MAP[+1] (MAP[/2] var0)),0.06942054200044367,0.0002547092440579678,0.02424744105219208
(MAP[+1] (MAP[*(-1)] var0)),0.06945736799934821,1.1661863467598459e-08,0.024247452714055547
(MAP[+1] (MAP[**2] var0)),0.0694941639994795,1.599215461589322e-05,0.02426344486867144
(MAP[+1] (MAP[*3] var0)),0.06953109099958965,0.00016448761898129962,0.024427932487652737
(MAP[+1] (MAP[/3] var0)),0.06956795699989016,8.287443052960094e-09,0.02442794077509579
(MAP[+1] (MAP[*4] var0)),0.06960505999995803,1.3076546651890103e-10,0.024427940905861256
(MAP[+1] (MAP[/4] var0)),0.06964149499981431,5.117469347204163e-10,0.02442794141760819
(MAP[+1] (SCANL1[+] var0)),0.07005859799937753,1.0371700644584566e-08,0.024427951789308833
(MAP[+1] (SCANL1[-] var0)),0.07009653000022809,6.800323219324633e-09,0.02442795858963205
(MAP[+1] (SCANL1[*] var0)),0.07013487800031726,1.787219495049372e-08,0.024427976461827
(MAP[+1] (SCANL1[MIN] var0)),0.0701851390003867,3.651939203830463e-10,0.02442797682702092
(MAP[+1] (SCANL1[MAX] var0)),0.07023587600087922,9.38374098031758e-08,0.024428070664430725
(FILTER[%2==1] (SORT var0)),0.07049575500059291,1.5948517878347394e-10,0.024428070823915904
(FILTER[%2==1] (REVERSE var0)),0.07053373000053398,1.0425811178569836e-08,0.024428081249727084
(FILTER[%2==1] (FILTER[<0] var0)),0.07057075500051724,1.499097605796065e-09,0.02442808274882469
(FILTER[%2==1] (FILTER[>0] var0)),0.07060695000109263,7.681332968093917e-11,0.02442808282563802
(FILTER[%2==1] (FILTER[%2==0] var0)),0.07064433300001838,1.26300560725207e-05,0.02444071288171054
(FILTER[%2==1] (FILTER[%2==1] var0)),0.07068313200034027,1.5200471678411518e-09,0.02444071440175771
(FILTER[%2==1] (MAP[+1] var0)),0.07074586599992472,4.5341288035663856e-10,0.02444071485517059
(FILTER[%2==1] (MAP[-1] var0)),0.07080746600149723,1.339149952776453e-07,0.024440848770165866
(FILTER[%2==1] (MAP[*2] var0)),0.07085739300055138,1.0470253239136565e-07,0.024440953472698257
(FILTER[%2==1] (MAP[/2] var0)),0.0708947769999213,1.1003845776329464e-06,0.02444205385727589
(FILTER[%2==1] (MAP[*(-1)] var0)),0.07093244400130061,7.761691807107971e-09,0.024442061618967698
(FILTER[%2==1] (MAP[**2] var0)),0.07097013400198193,9.072209446557337e-09,0.024442070691177143
(FILTER[%2==1] (MAP[*3] var0)),0.07100631100183818,1.301865091714837e-07,0.024442200877686313
(FILTER[%2==1] (MAP[/3] var0)),0.07104376800089085,6.644727693865747e-07,0.0244428653504557
(FILTER[%2==1] (MAP[*4] var0)),0.07108200200127612,6.497858032271291e-14,0.02444286535052068
(FILTER[%2==1] (MAP[/4] var0)),0.07111907900252845,1.4621260486299307e-07,0.024443011563125543
(FILTER[%2==1] (SCANL1[+] var0)),0.07156403400222189,8.103426249782819e-11,0.024443011644159806
(FILTER[%2==1] (SCANL1[-] var0)),0.07160195500182454,2.7259728520021285e-07,0.024443284241445006
(FILTER[%2==1] (SCANL1[*] var0)),0.07166986400261521,1.320963248750471e-11,0.024443284254654637
(FILTER[%2==1] (SCANL1[MIN] var0)),0.07171793100314972,2.0553844727110662e-10,0.024443284460193084
(FILTER[%2==1] (SCANL1[MAX] var0)),0.07176585500201327,3.787306338482178e-07,0.02444366319082693
(FILTER[%2==0] (SORT var0)),0.07193167900186381,1.2644972306241053e-06,0.024444927688057557
(FILTER[%2==0] (REVERSE var0)),0.07201929600159929,6.918554986932856e-09,0.024444934606612543
(FILTER[%2==0] (FILTER[<0] var0)),0.0720697270007804,6.553837310603883e-08,0.02444500014498565
(FILTER[%2==0] (FILTER[>0] var0)),0.07211954300146317,1.094775088441903e-08,0.024445011092736533
(FILTER[%2==0] (FILTER[%2==0] var0)),0.07218399700104783,1.23077680420079e-07,0.02444513417041695
(FILTER[%2==0] (FILTER[%2==1] var0)),0.07226970200099458,8.26244564360536e-11,0.024445134253041408
(FILTER[%2==0] (MAP[+1] var0)),0.07230896400142228,3.7339104146625723e-07,0.024445507644082872
(FILTER[%2==0] (MAP[-1] var0)),0.07236079000176687,1.499952534932597e-07,0.024445657639336364
(FILTER[%2==0] (MAP[*2] var0)),0.07245062100082578,1.1446571342338405e-09,0.024445658783993497
(FILTER[%2==0] (MAP[/2] var0)),0.07252035000055912,8.762610689548774e-06,0.024454421394683047
(FILTER[%2==0] (MAP[*(-1)] var0)),0.07256359300117765,3.564202263312632e-08,0.02445445703670568
(FILTER[%2==0] (MAP[**2] var0)),0.07260464100181707,5.496781481224952e-08,0.024454512004520493
(FILTER[%2==0] (MAP[*3] var0)),0.07271027400202001,3.721885887287593e-05,0.02449173086339337
(FILTER[%2==0] (MAP[/3] var0)),0.07275102800304012,5.7760921985399956e-08,0.024491788624315357
(FILTER[%2==0] (MAP[*4] var0)),0.07279168600143748,8.289283355323926e-12,0.02449178863260464
(FILTER[%2==0] (MAP[/4] var0)),0.07283175500197103,8.288585748935688e-07,0.024492617491179532
(FILTER[%2==0] (SCANL1[+] var0)),0.07327662500210863,3.7544527575831925e-10,0.024492617866624808
(FILTER[%2==0] (SCANL1[-] var0)),0.07331963800061203,1.009893946707762e-09,0.024492618876518754
(FILTER[%2==0] (SCANL1[*] var0)),0.07336013399981312,6.392646498864978e-08,0.024492682802983744
(FILTER[%2==0] (SCANL1[MIN] var0)),0.0733997459992679,5.195218064674381e-06,0.024497878021048417
(FILTER[%2==0] (SCANL1[MAX] var0)),0.07348275599906628,3.5041210329118527e-09,0.02449788152516945
(FILTER[>0] (SORT var0)),0.0736267369993584,2.1276821711771417e-11,0.02449788154644627
(FILTER[>0] (REVERSE var0)),0.0736665919994266,1.4717491190977532e-11,0.02449788156116376
(FILTER[>0] (FILTER[<0] var0)),0.07370629400065809,5.713533411001772e-07,0.02449845291450486
(FILTER[>0] (FILTER[>0] var0)),0.0737462860015512,1.7560576302491403e-12,0.024498452916260918
(FILTER[>0] (FILTER[%2==0] var0)),0.0738863560018217,1.6401597602034443e-07,0.024498616932236938
(FILTER[>0] (FILTER[%2==1] var0)),0.07392400200296834,6.384273489356953e-13,0.024498616932875365
(FILTER[>0] (MAP[+1] var0)),0.07396224500189419,4.004543380607895e-13,0.02449861693327582
(FILTER[>0] (MAP[-1] var0)),0.0740060860025551,2.3195578495575518e-08,0.024498640128854315
(FILTER[>0] (MAP[*2] var0)),0.07404399700317299,4.127041584312567e-10,0.024498640541558474
(FILTER[>0] (MAP[/2] var0)),0.07408228500389669,1.4508005813773715e-08,0.024498655049564288
(FILTER[>0] (MAP[*(-1)] var0)),0.0741201680029917,7.464648721047968e-09,0.02449866251421301
(FILTER[>0] (MAP[**2] var0)),0.07415777800270007,1.0448929460646367e-08,0.02449867296314247
(FILTER[>0] (MAP[*3] var0)),0.07419526900230267,7.482356366318979e-10,0.024498673711378108
(FILTER[>0] (MAP[/3] var0)),0.07423264500357618,4.0625440956199656e-10,0.024498674117632516
(FILTER[>0] (MAP[*4] var0)),0.07427110200296738,6.087169766643769e-11,0.024498674178504213
(FILTER[>0] (MAP[/4] var0)),0.07431072300278174,4.5355937227522e-12,0.024498674183039807
(FILTER[>0] (SCANL1[+] var0)),0.07606271200347692,2.0487222950091883e-14,0.024498674183060294
(FILTER[>0] (SCANL1[-] var0)),0.076102360002551,3.014201108854204e-12,0.024498674186074494
(FILTER[>0] (SCANL1[*] var0)),0.0761411860021326,2.8327818948128757e-09,0.02449867701885639
(FILTER[>0] (SCANL1[MIN] var0)),0.07617907400162949,1.7681129615671108e-10,0.024498677195667683
(FILTER[>0] (SCANL1[MAX] var0)),0.07621687800201471,7.656783346341832e-09,0.02449868485245103
(FILTER[<0] (SORT var0)),0.07635281500188285,3.0637284741850737e-09,0.024498687916179505
(FILTER[<0] (REVERSE var0)),0.0763918670018029,1.6123308495417498e-09,0.024498689528510354
(FILTER[<0] (FILTER[<0] var0)),0.07642886100256874,1.6461044381975023e-06,0.024500335632948553
(FILTER[<0] (FILTER[>0] var0)),0.07647066500248911,6.370043353091743e-09,0.024500342002991907
(FILTER[<0] (FILTER[%2==0] var0)),0.07650894400285324,2.973093641943778e-10,0.02450034230030127
(FILTER[<0] (FILTER[%2==1] var0)),0.07654679600273084,5.078955780801406e-12,0.024500342305380226
(FILTER[<0] (MAP[+1] var0)),0.07658537300267199,3.079952406424863e-08,0.02450037310490429
(FILTER[<0] (MAP[-1] var0)),0.07662328600417823,1.3111708736546617e-10,0.024500373236021375
(FILTER[<0] (MAP[*2] var0)),0.07666324200545205,8.896947034263317e-11,0.024500373324990846
(FILTER[<0] (MAP[/2] var0)),0.07670134100408177,2.4464206698730425e-09,0.024500375771411516
(FILTER[<0] (MAP[*(-1)] var0)),0.07673945800343063,2.157285063311964e-09,0.024500377928696578
(FILTER[<0] (MAP[**2] var0)),0.07677572500324459,2.9585200104677797e-10,0.02450037822454858
(FILTER[<0] (MAP[*3] var0)),0.07681393500388367,5.744160511393971e-09,0.024500383968709093
(FILTER[<0] (MAP[/3] var0)),0.07690441500380985,7.470466432079045e-11,0.024500384043413755
(FILTER[<0] (MAP[*4] var0)),0.07694231100322213,5.522855332837511e-12,0.024500384048936612
(FILTER[<0] (MAP[/4] var0)),0.07698072600396699,2.3716650563562943e-07,0.024500621215442248
(FILTER[<0] (SCANL1[+] var0)),0.07738817400240805,4.70811080161724e-13,0.02450062121591306
(FILTER[<0] (SCANL1[-] var0)),0.07742527300251822,9.244527059550652e-09,0.02450063046044012
(FILTER[<0] (SCANL1[*] var0)),0.077462702001867,1.8478919198843163e-09,0.02450063230833204
(FILTER[<0] (SCANL1[MIN] var0)),0.0775014970004122,8.687607236375375e-09,0.024500640995939276
(FILTER[<0] (SCANL1[MAX] var0)),0.07754021000073408,1.78518343396645e-11,0.02450064101379111
(REVERSE (SORT var0)),0.07767354200041154,4.1122229849134324e-10,0.02450064142501341
(REVERSE (REVERSE var0)),0.07773283599999559,8.553178806202796e-08,0.024500726956801472
(REVERSE (FILTER[<0] var0)),0.07777016599902709,0.00039808099084056886,0.02489880794764204
(REVERSE (FILTER[>0] var0)),0.07780639599877759,6.9832449350066445e-06,0.024905791192577048
(REVERSE (FILTER[%2==0] var0)),0.07784278699909919,2.145339428707569e-08,0.024905812645971335
(REVERSE (FILTER[%2==1] var0)),0.0779064379985357,5.17928476070771e-09,0.024905817825256096
(REVERSE (MAP[+1] var0)),0.07802841499869828,1.6208480887619828e-07,0.024905979910064973
(REVERSE (MAP[-1] var0)),0.0781183119979687,5.660452065810851e-06,0.024911640362130782
(REVERSE (MAP[*2] var0)),0.07818482799848425,3.9828729311430135e-07,0.024912038649423898
(REVERSE (MAP[/2] var0)),0.0782511119996343,1.9595414950877597e-07,0.024912234603573405
(REVERSE (MAP[*(-1)] var0)),0.07831638099924021,3.3589592535737804e-06,0.02491559356282698
(REVERSE (MAP[**2] var0)),0.07858174499961024,6.906753367846536e-05,0.024984661096505444
(REVERSE (MAP[*3] var0)),0.07863858800010348,0.000844571892349993,0.025829232988855436
(REVERSE (MAP[/3] var0)),0.07870571100102097,4.482022703165135e-09,0.02582923747087814
(REVERSE (MAP[*4] var0)),0.07875854000121763,5.342728344135241e-11,0.025829237524305423
(REVERSE (MAP[/4] var0)),0.07884897600160912,4.907466977801916e-09,0.0258292424317724
(REVERSE (SCANL1[+] var0)),0.07938855800057354,3.5777917019264954e-10,0.025829242789551572
(REVERSE (SCANL1[-] var0)),0.07942969400210131,2.3253404803061862e-05,0.025852496194354636
(REVERSE (SCANL1[*] var0)),0.07947030900140817,4.183001769432201e-06,0.02585667919612407
(REVERSE (SCANL1[MIN] var0)),0.07951201700052479,3.054778157649806e-08,0.025856709743905644
(REVERSE (SCANL1[MAX] var0)),0.07955317100095272,1.1096867235865866e-08,0.025856720840772878
(SORT (SORT var0)),0.07969654200132936,1.898285353974185e-08,0.025856739823626417
(SORT (REVERSE var0)),0.0797358970012283,4.538772287396895e-08,0.025856785211349292
(SORT (FILTER[<0] var0)),0.07977596200180415,4.037547522795971e-06,0.02586082275887209
(SORT (FILTER[>0] var0)),0.07981528800155502,9.066758855627225e-11,0.025860822849539677
(SORT (FILTER[%2==0] var0)),0.07985357200232102,1.0857378439446658e-06,0.02586190858738362
(SORT (FILTER[%2==1] var0)),0.07989372500378522,3.0928506839604406e-13,0.025861908587692904
(SORT (MAP[+1] var0)),0.0799321830036206,7.848471928551423e-10,0.0258619093725401
(SORT (MAP[-1] var0)),0.07997246000377345,5.272538490759203e-07,0.025862436626389176
(SORT (MAP[*2] var0)),0.08004949400492478,9.187580973047084e-11,0.025862436718264985
(SORT (MAP[/2] var0)),0.08011945100406592,1.8777608419895238e-06,0.025864314479106976
(SORT (MAP[*(-1)] var0)),0.08016105000388052,4.481024297909386e-09,0.025864318960131274
(SORT (MAP[**2] var0)),0.0802019620041392,1.3683071974017007e-08,0.025864332643203248
(SORT (MAP[*3] var0)),0.08026911600427411,1.0962071386889818e-07,0.025864442263917115
(SORT (MAP[/3] var0)),0.08030883200444805,3.7994163773878696e-07,0.025864822205554854
(SORT (MAP[*4] var0)),0.08034879700608144,1.0765708709601324e-11,0.02586482221632056
(SORT (MAP[/4] var0)),0.08039031200496538,3.1008239713431806e-08,0.025864853224560273
(SORT (SCANL1[+] var0)),0.08076303900452331,2.4274617510878353e-11,0.02586485324883489
(SORT (SCANL1[-] var0)),0.08080043800509884,5.335307653432848e-06,0.025870188556488323
(SORT (SCANL1[*] var0)),0.08083860800434195,7.863345764243402e-10,0.0258701893428229
(SORT (SCANL1[MIN] var0)),0.08087575200443098,7.521256120277032e-12,0.025870189350344155
(SORT (SCANL1[MAX] var0)),0.08100365200334636,2.352411243591401e-10,0.02587018958558528
(TAKE (HEAD var0) var0),0.10333644000274944,8.870159723056913e-08,0.02587027828718251
(TAKE (LAST var0) var0),0.10337662200254272,1.0418055844552997e-05,0.025880696343027063
(TAKE (ACCESS var0) var0),0.10341439100193384,3.6487737349136923e-07,0.025881061220400556
(TAKE (MINIMUM var0) var0),0.10345193600187486,1.188345772037632e-09,0.02588106240874633
(TAKE (MAXIMUM var0) var0),0.1034895900029369,1.0000317622430091e-08,0.02588107240906395
(TAKE (LENGTH var0) var0),0.10352830400370294,4.863005917523565e-07,0.025881558709655705
(TAKE (COUNT[<0] var0) var0),0.10359133100428153,1.7338930815351283e-06,0.02588329260273724
(TAKE (COUNT[>0] var0) var0),0.10362940800587239,2.2569879059031152e-07,0.02588351830152783
(TAKE (COUNT[%2==0] var0) var0),0.10373185200660373,3.0512771299204013e-09,0.025883521352804962
(TAKE (COUNT[%2==1] var0) var0),0.1037706160077505,1.2390292656463802e-06,0.025884760382070608
(TAKE (SUM var0) var0),0.10380901300777623,2.6690503342623405e-06,0.02588742943240487
(DROP (HEAD var0) var0),0.12165114100753271,8.426647016386327e-11,0.025887429516671338
(DROP (LAST var0) var0),0.12169048400755855,6.629095217690451e-10,0.02588743017958086
(DROP (ACCESS var0) var0),0.12172853600714006,5.030322514950692e-12,0.025887430184611183
(DROP (MINIMUM var0) var0),0.12176671900851943,2.886658645398163e-15,0.02588743018461407
(DROP (MAXIMUM var0) var0),0.12180434300717025,6.806696858444456e-13,0.02588743018529474
(DROP (LENGTH var0) var0),0.12184207400787272,7.850015287729948e-11,0.025887430263794895
(DROP (COUNT[<0] var0) var0),0.12187956300840597,7.213365691705592e-11,0.025887430335928552
(DROP (COUNT[>0] var0) var0),0.12191728600737406,3.798751548188661e-12,0.025887430339727305
(DROP (COUNT[%2==0] var0) var0),0.12195539700769586,7.694070420046365e-12,0.025887430347421376
(DROP (COUNT[%2==1] var0) var0),0.12199192300795403,1.1970780095083832e-12,0.025887430348618453
(DROP (SUM var0) var0),0.12203101800696459,5.379790059231369e-11,0.025887430402416353
(SORT (SCANL1[MAX] (SORT var0))),0.12203200400654168,4.139266756774272e-12,0.02588743040655562
(SORT (SCANL1[MAX] (REVERSE var0))),0.12203266200776852,9.101304445815422e-12,0.02588743041565692
